정류소 이름,정류소 ID,총 승차,총 하차,카드 승차,카드 하차,현금 승차,일평균 승하차,총 승차 대비 총 하차,총 하차 대비 총 승차,카드 승차 대비 카드 하차,카드 하차 대비 카드 승차,현금 승차 대비 카드 승차,카드 승차 대비 현금 승차
가좌두산위브104동앞,42090.0,4392,3184,4392,3184,0,244,72.49544626593807,137.9396984924623,72.49544626593807,137.9396984924623,,0.0
가좌사거리,42043.0,17,248,14,248,3,8,1458.8235294117646,6.854838709677419,1771.4285714285716,5.64516129032258,466.6666666666667,21.428571428571427
가좌사거리,42044.0,552,4878,545,4878,7,175,883.6956521739131,11.31611316113161,895.045871559633,11.17261172611726,7785.714285714286,1.2844036697247707
가좌진주아파트,42100.0,14185,29346,14160,29346,25,1404,206.8805075784279,48.3370817147141,207.24576271186442,48.25189122878757,56640.0,0.1765536723163842
가좌체육공원,42058.0,7032,1099,7005,1099,27,262,15.628555176336748,639.8544131028207,15.688793718772306,637.3976342129208,25944.444444444445,0.3854389721627409
가좌초등학교,42069.0,3872,4406,3872,4406,0,267,113.79132231404958,87.88016341352701,113.79132231404958,87.88016341352701,,0.0
가좌초등학교,42070.0,4701,2487,4701,2487,0,231,52.90363752393108,189.02291917973463,52.90363752393108,189.02291917973463,,0.0
가좌테니스장,37454.0,2092,1049,2092,1049,0,101,50.1434034416826,199.4280266920877,50.1434034416826,199.4280266920877,,0.0
가좌테니스장,37457.0,765,1164,765,1164,0,62,152.15686274509804,65.72164948453609,152.15686274509804,65.72164948453609,,0.0
가좌현대아파트,42130.0,8029,1957,8025,1957,4,322,24.37414372898244,410.2708226877875,24.386292834890966,410.06642820643845,200625.0,0.04984423676012461
가좌현대아파트,42133.0,687,8759,687,8759,0,304,1274.9636098981077,7.843361114282453,1274.9636098981077,7.843361114282453,,0.0
가좌홈플러스(쌍마아파트),42101.0,11087,7290,11049,7290,38,592,65.7526833228105,152.08504801097394,65.97882161281564,151.56378600823047,29076.315789473683,0.3439225269255136
가좌홈플러스(쌍마아파트),42103.0,7417,12373,7379,12373,38,638,166.81946878791965,59.94504162288855,167.67854722862177,59.63792128020691,19418.421052631576,0.5149749288521479
가좌환경사업소,42631.0,7124,4215,7122,4215,2,365,59.16619876473891,169.01542111506524,59.182813816343725,168.96797153024912,356100.0,0.02808199943836001
가좌환경사업소 북측,89341.0,185,323,185,323,0,16,174.59459459459458,57.27554179566563,174.59459459459458,57.27554179566563,,0.0
가좌환경사업소북측,89342.0,16,240,16,240,0,8,1500.0,6.666666666666667,1500.0,6.666666666666667,,0.0
가천대학교,38270.0,1288,1084,1288,1084,0,76,84.16149068322981,118.8191881918819,84.16149068322981,118.8191881918819,,0.0
가천대학교,38284.0,7881,3088,7881,3088,0,353,39.18284481664763,255.21373056994818,39.18284481664763,255.21373056994818,,0.0
가천대학교(노인복지회관),38269.0,730,1187,730,1187,0,61,162.60273972602738,61.499578770008426,162.60273972602738,61.499578770008426,,0.0
