정류소 이름,정류소 ID,총 승차,총 하차,카드 승차,카드 하차,현금 승차,일평균 승하차,총 승차 대비 총 하차,총 하차 대비 총 승차,카드 승차 대비 카드 하차,카드 하차 대비 카드 승차,현금 승차 대비 카드 승차,카드 승차 대비 현금 승차
KG스틸,42008.0,2456,4466,2429,4466,27,230,181.84039087947883,54.993282579489474,183.86167146974063,54.38871473354232,8996.296296296296,1.1115685467270482
KTX광명역4번출구,58057.0,1067,7,1067,7,0,35,0.6560449859418931,15242.857142857141,0.6560449859418931,15242.857142857141,,0.0
KT부평지사,40381.0,10467,6475,10295,6475,172,564,61.86108722652145,161.65250965250965,62.894609033511415,158.996138996139,5985.46511627907,1.6707139388052454
KT부평지사,40384.0,6642,13023,6521,13023,121,655,196.07046070460706,51.00207325501037,199.70863364514645,50.072947861475846,5389.256198347108,1.8555436282778714
KT서인천지사,42932.0,1596,2491,1562,2491,34,136,156.07769423558898,64.07065435568045,159.47503201024327,62.70574066639904,4594.117647058823,2.176696542893726
KT서인천지사,42933.0,1654,1017,1638,1017,16,89,61.48730350665055,162.63520157325468,62.08791208791209,161.06194690265488,10237.5,0.9768009768009768
KT송도지점,38568.0,518,331,501,331,17,28,63.899613899613904,156.49546827794563,66.06786427145708,151.35951661631418,2947.0588235294117,3.3932135728542914
KT온수분국,43523.0,655,315,632,315,23,32,48.091603053435115,207.93650793650795,49.84177215189873,200.63492063492063,2747.826086956522,3.6392405063291138
KT인천공항지사,35095.0,350,66,348,66,2,13,18.857142857142858,530.3030303030303,18.96551724137931,527.2727272727273,17400.0,0.5747126436781609
KT인천공항지사,35109.0,7847,3408,7456,3408,391,375,43.430610424366,230.25234741784038,45.70815450643777,218.7793427230047,1906.9053708439899,5.244098712446352
KT인천지사,37415.0,6355,4656,6240,4656,115,367,73.26514555468135,136.4905498281787,74.61538461538461,134.020618556701,5426.086956521739,1.842948717948718
KT인천지사,39319.0,8731,4327,8534,4327,197,435,49.55904249226893,201.77952391957476,50.70307007265057,197.22671596949388,4331.979695431472,2.3084134052027183
KT중동지사,55081.0,844,186,839,186,5,34,22.03791469194313,453.7634408602151,22.169249106078663,451.0752688172043,16780.0,0.5959475566150179
KT중동지사,55082.0,197,1021,194,1021,3,40,518.274111675127,19.29480901077375,526.2886597938144,19.000979431929483,6466.666666666667,1.5463917525773196
LG마그나,89029.0,6260,1963,6243,1963,17,274,31.35782747603834,318.89964340295467,31.443216402370656,318.03362200713195,36723.529411764706,0.2723049815793689
LG마그나,89264.0,2759,5505,2759,5505,0,275,199.52881478796664,50.1180744777475,199.52881478796664,50.1180744777475,,0.0
LG물류센터,39043.0,316,95,316,95,0,13,30.063291139240505,332.63157894736844,30.063291139240505,332.63157894736844,,0.0
LG물류센터,39044.0,51,435,51,435,0,16,852.9411764705882,11.724137931034482,852.9411764705882,11.724137931034482,,0.0
LG아파트후문,42616.0,356,28,356,28,0,12,7.865168539325842,1271.4285714285713,7.865168539325842,1271.4285714285713,,0.0
LG아파트후문,42617.0,4,170,4,170,0,5,4250.0,2.3529411764705883,4250.0,2.3529411764705883,,0.0
LG전자(주),42297.0,4757,3374,4733,3374,24,271,70.9270548665125,140.9899229401304,71.2867103317135,140.2786010669828,19720.833333333336,0.5070779632368476
LH1단지,35494.0,8634,3820,8493,3820,141,415,44.24368774611999,226.02094240837695,44.978217355469205,222.32984293193718,6023.404255319148,1.660190745319675
LH1단지,35495.0,4065,5764,3929,5764,136,327,141.79581795817958,70.52394170714781,146.70399592771696,68.1644691186676,2888.970588235294,3.4614405701196236
LH49단지행복주택아파트,35768.0,538,805,534,805,4,44,149.6282527881041,66.83229813664596,150.749063670412,66.33540372670808,13350.0,0.7490636704119851
LH49단지행복주택아파트,35769.0,1592,855,1566,855,26,81,53.70603015075377,186.19883040935673,54.59770114942529,183.1578947368421,6023.076923076924,1.6602809706257982
LH7단지,35451.0,2763,2364,2661,2364,102,170,85.55917480998914,116.87817258883248,88.83878241262683,112.56345177664974,2608.823529411765,3.8331454340473505
LH7단지,35452.0,2716,3107,2653,3107,63,194,114.3961708394698,87.41551335693595,117.11270260082924,85.38783392339879,4211.111111111111,2.3746701846965697
LH미추홀3단지,37222.0,2890,6112,2729,6112,161,300,211.4878892733564,47.28403141361257,223.96482227922317,44.649869109947645,1695.0310559006211,5.899596921949432
LH미추홀3단지,37635.0,6826,3151,6710,3151,116,332,46.1617345443891,216.62964138368773,46.95976154992548,212.9482703903523,5784.482758620689,1.7287630402384502
LH웨스턴블루힐정문,89184.0,993,2505,981,2505,12,116,252.26586102719034,39.64071856287425,255.35168195718657,39.16167664670659,8175.0,1.2232415902140672
LH웨스턴블루힐정문,89185.0,3625,3877,3573,3877,52,250,106.95172413793104,93.50012896569513,108.50825636719843,92.15888573639411,6871.153846153847,1.4553596417576267
NKG물류센터,89212.0,322,61,306,61,16,12,18.944099378881987,527.8688524590164,19.934640522875817,501.6393442622951,1912.5,5.228758169934641
SK.GS주유소,89230.0,1141,1613,1140,1613,1,91,141.3672217353199,70.73775573465592,141.49122807017545,70.67575945443274,114000.0,0.08771929824561403
SK.GS주유소,89231.0,1435,1503,1431,1503,4,97,104.73867595818815,95.47571523619428,105.0314465408805,95.20958083832335,35775.0,0.2795248078266946
SKLPG충전사업소,35636.0,520,18,480,18,40,17,3.4615384615384617,2888.888888888889,3.75,2666.666666666667,1200.0,8.333333333333332
SKLPG충전사업소,35638.0,105,486,8,486,97,19,462.8571428571429,21.604938271604937,6075.0,1.646090534979424,8.24742268041237,1212.5
SK뷰아파트,42888.0,1539,5408,1497,5408,42,231,351.39701104613385,28.457840236686387,361.25584502338006,27.681213017751478,3564.2857142857147,2.80561122244489
SK뷰아파트,42889.0,7120,1344,6831,1344,289,282,18.876404494382022,529.7619047619047,19.675010979358806,508.25892857142856,2363.667820069204,4.230712926365101
SK스카이뷰,37601.0,453,27515,453,27515,0,932,6073.951434878588,1.6463747047065238,6073.951434878588,1.6463747047065238,,0.0
SK스카이뷰104동,37587.0,8211,65,8211,65,0,275,0.7916209962245768,12632.307692307693,0.7916209962245768,12632.307692307693,,0.0
SK스카이뷰109동,37607.0,7396,128,7396,128,0,250,1.7306652244456464,5778.125,1.7306652244456464,5778.125,,0.0
SK인천석유화학,42767.0,1246,683,1227,683,19,64,54.81540930979133,182.43045387994144,55.6642216788916,179.64860907759882,6457.894736842106,1.5484922575387123
SK인천석유화학,42768.0,280,778,278,778,2,35,277.85714285714283,35.98971722365039,279.85611510791364,35.732647814910024,13900.0,0.7194244604316548
SK주유소,42956.0,401,318,392,318,9,23,79.30174563591022,126.10062893081762,81.12244897959184,123.27044025157232,4355.555555555556,2.295918367346939
SK주유소앞,35287.0,2077,115,2033,115,44,73,5.536831969186327,1806.0869565217392,5.656665027053616,1767.8260869565217,4620.454545454545,2.164289227742253
SK주유소앞,35539.0,107,2722,94,2722,13,94,2543.92523364486,3.930933137398971,2895.744680851064,3.4533431300514326,723.0769230769231,13.829787234042554
SK충전소,35085.0,53,2906,23,2906,30,98,5483.018867924528,1.82381280110117,12634.782608695652,0.7914659325533379,76.66666666666667,130.43478260869566
e편한세상 정문,38624.0,18443,906,18210,906,233,644,4.912432901371795,2035.6512141280355,4.975288303130148,2009.9337748344371,7815.450643776823,1.2795167490389896
e편한세상(109동 앞),32062.0,780,1174,767,1174,13,65,150.5128205128205,66.43952299829643,153.0638852672751,65.33219761499149,5900.0,1.694915254237288
e편한세상(109동앞),38643.0,1100,535,1040,535,60,54,48.63636363636364,205.607476635514,51.442307692307686,194.39252336448598,1733.3333333333333,5.769230769230769
e편한세상1차(정문),35662.0,630,1162,606,1162,24,59,184.44444444444446,54.21686746987952,191.74917491749176,52.151462994836486,2525.0,3.9603960396039604
e편한세상1차(정문),35663.0,1684,456,1675,456,9,71,27.078384798099762,369.2982456140351,27.223880597014926,367.32456140350877,18611.111111111113,0.5373134328358209
e편한세상계양,41037.0,14567,3565,14452,3565,115,604,24.47312418480126,408.6115007012623,24.66786603930252,405.38569424964936,12566.95652173913,0.7957376141710489
e편한세상계양,41038.0,5150,12969,5045,12969,105,603,251.8252427184466,39.71007787801681,257.06640237859267,38.900454930989284,4804.7619047619055,2.0812685827552033
e편한세상영종센텀베뉴정문,35510.0,966,3566,943,3566,23,151,369.1511387163561,27.089175546831186,378.1548250265111,26.444195176668533,4100.0,2.4390243902439024
e편한세상영종오션하임,35674.0,1745,735,1722,735,23,82,42.12034383954155,237.41496598639458,42.68292682926829,234.2857142857143,7486.95652173913,1.335656213704994
e편한세상영종오션하임,35761.0,633,1042,620,1042,13,55,164.6129541864139,60.74856046065259,168.06451612903226,59.50095969289827,4769.2307692307695,2.0967741935483875
e편한세상영종하늘도시,35646.0,363,581,362,581,1,31,160.0550964187328,62.47848537005164,160.4972375690608,62.306368330464714,36200.0,0.2762430939226519
e편한세상영종하늘도시,35647.0,195,311,192,311,3,16,159.4871794871795,62.70096463022507,161.97916666666669,61.7363344051447,6400.0,1.5625
gym80fitness,37081.0,2490,893,2429,893,61,112,35.863453815261046,278.83538633818586,36.76410045286126,272.0044792833147,3981.967213114754,2.5113215314944424
가경공원,89365.0,873,773,859,773,14,54,88.54524627720504,112.93661060802069,89.988358556461,111.1254851228978,6135.714285714285,1.629802095459837
가구단지사거리,37455.0,3418,5113,3353,5113,65,284,149.59040374488004,66.84920790142773,152.4903071875932,65.57793858791317,5158.461538461538,1.938562481359976
가구단지사거리,37456.0,3204,2254,3173,2254,31,181,70.34956304619226,142.14729370008874,71.0368736211787,140.77196095829635,10235.483870967742,0.9769933816577372
가구전시장,42072.0,509,580,488,580,21,36,113.94891944990178,87.75862068965517,118.85245901639345,84.13793103448276,2323.809523809524,4.30327868852459
가구전시장,42074.0,662,556,656,556,6,40,83.98791540785498,119.06474820143885,84.7560975609756,117.98561151079137,10933.333333333332,0.9146341463414633
가나안마을앞,43904.0,3,22,3,22,0,0,733.3333333333333,13.636363636363635,733.3333333333333,13.636363636363635,,0.0
가나안마을앞,43905.0,47,2,47,2,0,1,4.25531914893617,2350.0,4.25531914893617,2350.0,,0.0
가능포,43969.0,1,2,1,2,0,0,200.0,50.0,200.0,50.0,,0.0
가능포,43970.0,2,18,2,18,0,0,900.0,11.11111111111111,900.0,11.11111111111111,,0.0
가림고등학교,42078.0,13226,13117,12966,13117,260,878,99.17586571903826,100.83098269421362,101.16458429739319,98.84882213920866,4986.923076923077,2.0052444855776645
가야,42807.0,511,1,498,1,13,17,0.19569471624266144,51100.0,0.2008032128514056,49800.0,3830.7692307692305,2.610441767068273
가야,42808.0,23,1123,22,1123,1,38,4882.608695652174,2.0480854853072126,5104.545454545455,1.9590382902938557,2200.0,4.545454545454546
가양역.우성아파트,25107.0,9821,7680,9790,7680,31,583,78.19977599022504,127.87760416666667,78.44739530132789,127.47395833333333,31580.645161290322,0.3166496424923391
가오대입구,80033.0,168,355,152,355,16,17,211.30952380952382,47.32394366197183,233.5526315789474,42.816901408450704,950.0,10.526315789473683
가오대입구,80034.0,129,641,94,641,35,25,496.8992248062016,20.12480499219969,681.9148936170212,14.664586583463338,268.57142857142856,37.234042553191486
가원초등학교,42952.0,6286,4341,6213,4341,73,354,69.05822462615335,144.8053443906934,69.86962819893772,143.12370421561852,8510.95890410959,1.1749557379687752
가원초등학교,89118.0,2578,5463,2505,5463,73,268,211.90845616757176,47.190188541094635,218.08383233532936,45.85392641405821,3431.5068493150684,2.914171656686627
가재우물터,35678.0,6,2,6,2,0,0,33.33333333333333,300.0,33.33333333333333,300.0,,0.0
가재우물터,35700.0,2,10,2,10,0,0,500.0,20.0,500.0,20.0,,0.0
가재울사거리,42039.0,2262,5527,2243,5527,19,259,244.341290893015,40.926361498100235,246.41105662059744,40.5825945359146,11805.263157894737,0.8470798038341507
가재울사거리,42042.0,8187,4873,8112,4873,75,435,59.52119213387077,168.00738764621383,60.07149901380671,166.46829468499897,10816.0,0.9245562130177515
가재울역,42034.0,2276,2826,2270,2826,6,170,124.16520210896309,80.5378627034678,124.49339207048457,80.32554847841472,37833.33333333333,0.2643171806167401
가재울역,42035.0,3589,2260,3530,2260,59,194,62.97018668152688,158.8053097345133,64.02266288951841,156.19469026548674,5983.050847457627,1.671388101983003
가정(루원시티)역,89050.0,9258,46111,9218,46111,40,1845,498.0665370490387,20.07763874129817,500.22781514428294,19.990891544316973,23045.0,0.43393360815795184
가정(루원시티)역,89051.0,56364,6578,56197,6578,167,2098,11.67056986729118,856.85618729097,11.70525116999128,854.3174217087261,33650.89820359282,0.2971688880189334
가정(루원시티)역,89075.0,73177,74348,72780,74348,397,4917,101.60022958033261,98.42497444450422,102.1544380324265,97.89099908538226,18332.493702770782,0.5454795273426766
가정(루원시티)역,89078.0,83677,72034,83211,72034,466,5190,86.08578223406671,116.16320071077546,86.56788165026259,115.51628397701086,17856.437768240343,0.5600221124610929
가정3동성당,42226.0,480,3272,473,3272,7,125,681.6666666666666,14.66992665036675,691.754756871036,14.4559902200489,6757.142857142857,1.4799154334038054
가정LH3단지정문앞,89041.0,18319,3722,18145,3722,174,734,20.317702931382716,492.18162278344977,20.512537889225683,487.5067168189146,10428.160919540229,0.9589418572609535
가정고등학교,42200.0,11453,4384,11245,4384,208,527,38.27818038941762,261.24543795620434,38.98621609604269,256.5009124087591,5406.25,1.8497109826589597
가정고등학교,42203.0,3359,7615,3273,7615,86,365,226.704376302471,44.11030860144452,232.6611671249618,42.98095863427446,3805.813953488372,2.6275588145432325
가정교차로,89390.0,246,729,242,729,4,32,296.3414634146341,33.744855967078195,301.23966942148763,33.19615912208505,6050.0,1.6528925619834711
가정교차로,89391.0,681,3211,681,3211,0,129,471.5124816446402,21.208346309560884,471.5124816446402,21.208346309560884,,0.0
가정동성당,89102.0,3562,3584,3450,3584,112,238,100.61763054463783,99.38616071428571,103.8840579710145,96.26116071428571,3080.3571428571427,3.246376811594203
가정동성당,89105.0,2705,1836,2671,1836,34,151,67.87430683918669,147.33115468409585,68.73830026207412,145.47930283224403,7855.882352941177,1.272931486334706
가정보금자리,89119.0,1317,429,1313,429,4,58,32.57403189066059,306.993006993007,32.67326732673268,306.06060606060606,32825.0,0.30464584920030463
가정보금자리,89120.0,41,1300,41,1300,0,44,3170.731707317073,3.1538461538461537,3170.731707317073,3.1538461538461537,,0.0
가정여자중학교,42041.0,237,7364,233,7364,4,253,3107.1729957805906,3.2183595871808803,3160.5150214592277,3.164041281912004,5825.0,1.7167381974248928
가정여중입구,89303.0,858,927,836,927,22,59,108.04195804195804,92.55663430420712,110.88516746411483,90.18338727076592,3800.0,2.631578947368421
가정중앙시장역,42215.0,1459,1219,1424,1219,35,89,83.55037697052776,119.68826907301067,85.60393258426966,116.81706316652993,4068.5714285714284,2.457865168539326
가정중앙시장역,42219.0,1179,2175,1155,2175,24,111,184.47837150127228,54.206896551724135,188.31168831168833,53.103448275862064,4812.5,2.0779220779220777
가정택지삼거리,89385.0,299,219,299,219,0,17,73.24414715719062,136.5296803652968,73.24414715719062,136.5296803652968,,0.0
가정택지삼거리,89386.0,267,485,265,485,2,25,181.64794007490636,55.05154639175258,183.0188679245283,54.63917525773196,13250.0,0.7547169811320755
가정휴먼시아3단지,89186.0,1272,1567,1261,1567,11,94,123.19182389937107,81.17421825143587,124.26645519429024,80.47223994894703,11463.636363636364,0.8723235527359239
가정휴먼시아3단지,89187.0,1968,1861,1891,1861,77,127,94.5630081300813,105.74959699086513,98.41353781068219,101.61203653949488,2455.844155844156,4.0719196192490745
가좌2동행정복지센터,42073.0,5841,241,5808,241,33,202,4.126005820921074,2423.6514522821576,4.1494490358126725,2409.9585062240662,17600.0,0.5681818181818182
가좌2동행정복지센터,42076.0,160,5179,144,5179,16,177,3236.875,3.0893994979725816,3596.527777777778,2.7804595481753234,900.0,11.11111111111111
가좌3동행정복지센터,42075.0,12900,13927,12779,13927,121,894,107.96124031007753,92.62583470955697,108.98348853587918,91.75701874057586,10561.157024793389,0.946865951952422
가좌4동행정복지센터,42062.0,4843,6995,4767,6995,76,394,144.43526739624198,69.23516797712652,146.73799035032516,68.14867762687634,6272.368421052632,1.5942941053073212
가좌고등학교,42060.0,15566,12318,15288,12318,278,929,79.13401002184249,126.3679168696217,80.57299843014128,124.11105698977107,5499.280575539568,1.8184196755625326
가좌고등학교,42061.0,5508,8786,5408,8786,100,476,159.5134350036311,62.69064420669247,162.4630177514793,61.552469838379245,5408.0,1.849112426035503
가좌공단,42526.0,87,10200,41,10200,46,342,11724.137931034482,0.8529411764705883,24878.048780487807,0.4019607843137255,89.13043478260869,112.19512195121952
가좌공단,42945.0,7684,25,7610,25,74,256,0.32535137948984905,30736.0,0.328515111695138,30439.999999999996,10283.783783783783,0.9724047306176085
가좌교회,42055.0,3903,8383,3845,8383,58,409,214.7834998718934,46.55851127281403,218.02340702210662,45.86663485625671,6629.310344827586,1.5084525357607281
가좌교회,42057.0,4268,4185,4185,4185,83,281,98.05529522024368,101.98327359617683,100.0,100.0,5042.168674698795,1.9832735961768222
가좌녹지공원,42029.0,1286,3558,1271,3558,15,161,276.67185069984447,36.14390106801574,279.9370574350905,35.72231590781338,8473.333333333334,1.1801730920535012
가좌녹지공원,42030.0,1695,1090,1684,1090,11,92,64.30678466076697,155.5045871559633,64.7268408551069,154.4954128440367,15309.09090909091,0.6532066508313539
가좌농협,42066.0,8322,7163,8126,7163,196,516,86.0730593607306,116.18037135278514,88.14915087373862,113.44408767276282,4145.918367346939,2.412010829436377
가좌농협,42067.0,5979,5880,5833,5880,146,395,98.34420471650778,101.68367346938776,100.80576032916167,99.20068027210884,3995.205479452055,2.503000171438368
가좌동차고,42939.0,2879,516,2301,516,578,113,17.922889892323724,557.9457364341085,22.42503259452412,445.93023255813955,398.0968858131488,25.119513255106472
가좌동차고지,42522.0,520,1021,60,1021,460,51,196.34615384615384,50.930460333006856,1701.6666666666665,5.8765915768854065,13.043478260869565,766.6666666666667
가좌두산위브104동앞,42090.0,5316,3532,5235,3532,81,294,66.44093303235515,150.50962627406568,67.46895893027698,148.21630804077012,6462.9629629629635,1.5472779369627507
가좌사거리,42043.0,31,285,25,285,6,10,919.3548387096774,10.87719298245614,1140.0,8.771929824561402,416.6666666666667,24.0
가좌사거리,42044.0,456,4310,434,4310,22,158,945.1754385964913,10.580046403712297,993.0875576036866,10.069605568445477,1972.7272727272727,5.0691244239631335
가좌진주아파트,42100.0,13637,27587,13405,27587,232,1374,202.29522622277628,49.43270380976547,205.7963446475196,48.59172798782035,5778.017241379311,1.730697500932488
가좌체육공원,42058.0,7468,1301,7416,1301,52,292,17.420996250669525,574.0199846272099,17.543149946062567,570.0230591852421,14261.538461538461,0.7011866235167207
가좌초등학교,42069.0,4087,4701,4002,4701,85,292,115.02324443356986,86.93894915975324,117.46626686656671,85.1308232291002,4708.235294117648,2.1239380309845077
가좌초등학교,42070.0,4777,2547,4727,2547,50,244,53.31798199706929,187.55398508048685,53.88195472815739,185.5908912446015,9454.0,1.0577533319229955
가좌테니스장,37454.0,2406,1103,2387,1103,19,116,45.84372402327514,218.13236627379874,46.208630079597825,216.40979147778788,12563.157894736842,0.7959782153330541
가좌테니스장,37457.0,822,1448,814,1448,8,75,176.15571776155718,56.767955801104975,177.8869778869779,56.21546961325967,10175.0,0.9828009828009828
가좌현대아파트,42130.0,8269,2537,8129,2537,140,360,30.680856209940742,325.93614505321244,31.209250830360435,320.4178163184864,5806.428571428572,1.72222905646451
가좌현대아파트,42133.0,907,8471,898,8471,9,312,933.9581036383682,10.707118403966474,943.3184855233852,10.60087356864597,9977.777777777777,1.0022271714922049
